comment,cleaned_comment,case_folding,slang_check,tokenize,stopword_removal,stemming
Ya iya lah....ini lah akibat pemerintah Indonesia yg menjabat 2 periode alias 10 tahun yg skrg ini alias si jokowi itu... Apa yg bisa di banggakan negara Indonesia selama pemerintahan jokowi itu?  Gak ada tuh... Yg ada utang negara tambah byk dan rakyat tambah sengsara... Nilai mata uang yg paling rendah di dunia ya mata uang negara Indonesia... 👎👎👎👎👎 tambah hancur aja negara Indonesia ini kayak nya nih... 👎👎👎👎👎,Ya iya lahini lah akibat pemerintah Indonesia yg menjabat  periode alias  tahun yg skrg ini alias si jokowi itu Apa yg bisa di banggakan negara Indonesia selama pemerintahan jokowi itu  Gak ada tuh Yg ada utang negara tambah byk dan rakyat tambah sengsara Nilai mata uang yg paling rendah di dunia ya mata uang negara Indonesia  tambah hancur aja negara Indonesia ini kayak nya nih ,ya iya lahini lah akibat pemerintah indonesia yg menjabat periode alias tahun yg skrg ini alias si jokowi itu apa yg bisa di banggakan negara indonesia selama pemerintahan jokowi itu gak ada tuh yg ada utang negara tambah byk dan rakyat tambah sengsara nilai mata uang yg paling rendah di dunia ya mata uang negara indonesia tambah hancur aja negara indonesia ini kayak nya nih,ya iya lahini lah akibat pemerintah indonesia yang menjabat periode alias tahun yang sekarang ini alias si jokowi itu apa yang bisa di banggakan negara indonesia selama pemerintahan jokowi itu tidak ada tuh yang ada utang negara tambah byk dan rakyat tambah sengsara nilai mata uang yang paling rendah di dunia ya mata uang negara indonesia tambah hancur aja negara indonesia ini kayak nya nih,"['ya', 'iya', 'lahini', 'lah', 'akibat', 'pemerintah', 'indonesia', 'yang', 'menjabat', 'periode', 'alias', 'tahun', 'yang', 'sekarang', 'ini', 'alias', 'si', 'jokowi', 'itu', 'apa', 'yang', 'bisa', 'di', 'banggakan', 'negara', 'indonesia', 'selama', 'pemerintahan', 'jokowi', 'itu', 'tidak', 'ada', 'tuh', 'yang', 'ada', 'utang', 'negara', 'tambah', 'byk', 'dan', 'rakyat', 'tambah', 'sengsara', 'nilai', 'mata', 'uang', 'yang', 'paling', 'rendah', 'di', 'dunia', 'ya', 'mata', 'uang', 'negara', 'indonesia', 'tambah', 'hancur', 'aja', 'negara', 'indonesia', 'ini', 'kayak', 'nya', 'nih']","['lahini', 'indonesia', 'menjabat', 'periode', 'jokowi', 'banggakan', 'indonesia', 'pemerintahan', 'jokowi', 'utang', 'sengsara', 'nilai', 'rendah', 'dunia', 'indonesia', 'hancur', 'indonesia']",lahini indonesia jabat periode jokowi bangga indonesia perintah jokowi utang sengsara nilai rendah dunia indonesia hancur indonesia
Lebih salah lagi yg milihhh😂😂😂,Lebih salah lagi yg milihhh,lebih salah lagi yg milihhh,lebih salah lagi yang milihhh,"['lebih', 'salah', 'lagi', 'yang', 'milihhh']",['milihhh'],milihhh
Kemarin2 Jokowi bilamg ekonomi Indonesia masih jauh lebih baik ketimbang negara lain. Tapi kenyataannya....??? Sekarang Jokowi siap2 cari2 alibi.🤣,Kemarin Jokowi bilamg ekonomi Indonesia masih jauh lebih baik ketimbang negara lain Tapi kenyataannya Sekarang Jokowi siap cari alibi,kemarin jokowi bilamg ekonomi indonesia masih jauh lebih baik ketimbang negara lain tapi kenyataannya sekarang jokowi siap cari alibi,kemarin jokowi bilamg ekonomi indonesia masih jauh lebih baik ketimbang negara lain tapi kenyataannya sekarang jokowi siap cari alibi,"['kemarin', 'jokowi', 'bilamg', 'ekonomi', 'indonesia', 'masih', 'jauh', 'lebih', 'baik', 'ketimbang', 'negara', 'lain', 'tapi', 'kenyataannya', 'sekarang', 'jokowi', 'siap', 'cari', 'alibi']","['jokowi', 'indonesia', 'kenyataannya', 'jokowi', 'alibi']",jokowi indonesia nyata jokowi alibi
Tak laporkan banser looo . 😂,Tak laporkan banser looo  ,tak laporkan banser looo,tak laporkan banser looo,"['tak', 'laporkan', 'banser', 'looo']","['laporkan', 'banser']",lapor banser
​@@EkoNurdijatnocepu donkk😂😂😂,EkoNurdijatnocepu donkk,ekonurdijatnocepu donkk,ekonurdijatnocepu donkk,"['ekonurdijatnocepu', 'donkk']",['ekonurdijatnocepu'],ekonurdijatnocepu
Siap2 sejarah krisis 97-98 akan terulang.,Siap sejarah krisis  akan terulang,siap sejarah krisis akan terulang,siap sejarah krisis akan terulang,"['siap', 'sejarah', 'krisis', 'akan', 'terulang']",['terulang'],ulang
Kalo krismon terjadi seperti tahun 1998 kita tuntun si Jokowi. harus bertanggung jawab dia. enak aja dia cuci tangan,Kalo krismon terjadi seperti tahun  kita tuntun si Jokowi harus bertanggung jawab dia enak aja dia cuci tangan,kalo krismon terjadi seperti tahun kita tuntun si jokowi harus bertanggung jawab dia enak aja dia cuci tangan,jika krisis moneter terjadi seperti tahun kita tuntun si jokowi harus bertanggung jawab dia enak aja dia cuci tangan,"['jika', 'krisis', 'moneter', 'terjadi', 'seperti', 'tahun', 'kita', 'tuntun', 'si', 'jokowi', 'harus', 'bertanggung', 'jawab', 'dia', 'enak', 'aja', 'dia', 'cuci', 'tangan']","['moneter', 'tuntun', 'jokowi', 'bertanggung', 'enak', 'cuci', 'tangan']",moneter tuntun jokowi tanggung enak cuci tangan
​@@santysitohang8779presifen pengecut mana mau tanggung jawab....ada demo aja malah liburan.....kalo ga..jawabnnya Ya ndak tau kok tanya saya😂😂😂,santysitohangpresifen pengecut mana mau tanggung jawabada demo aja malah liburankalo gajawabnnya Ya ndak tau kok tanya saya,santysitohangpresifen pengecut mana mau tanggung jawabada demo aja malah liburankalo gajawabnnya ya ndak tau kok tanya saya,santysitohangpresifen pengecut mana ingin tanggung jawabada demo aja malah liburankalo gajawabnnya ya ndak tau kok tanya saya,"['santysitohangpresifen', 'pengecut', 'mana', 'ingin', 'tanggung', 'jawabada', 'demo', 'aja', 'malah', 'liburankalo', 'gajawabnnya', 'ya', 'ndak', 'tau', 'kok', 'tanya', 'saya']","['santysitohangpresifen', 'pengecut', 'tanggung', 'jawabada', 'demo', 'liburankalo', 'gajawabnnya', 'ndak']",santysitohangpresifen kecut tanggung jawabada demo liburankalo gajawabnnya ndak
Lagi pula anak muda skrg mental boba. mana mau demo sep gen 98. anak skrg itu butuh healing boro2 mikir negara. kemaren saja oke gass bnyak milih krn buzzer tiktok gencarr sebar kedunguan. gak usah jauh2 teman saya S2 bangga pilih gibran katanya hilirisasi sgt sukses 😂😂😂😂😂. ya maklum lah banyak mikir pinjoll jadi buta politik,Lagi pula anak muda skrg mental boba mana mau demo sep gen  anak skrg itu butuh healing boro mikir negara kemaren saja oke gass bnyak milih krn buzzer tiktok gencarr sebar kedunguan gak usah jauh teman saya S bangga pilih gibran katanya hilirisasi sgt sukses  ya maklum lah banyak mikir pinjoll jadi buta politik,lagi pula anak muda skrg mental boba mana mau demo sep gen anak skrg itu butuh healing boro mikir negara kemaren saja oke gass bnyak milih krn buzzer tiktok gencarr sebar kedunguan gak usah jauh teman saya s bangga pilih gibran katanya hilirisasi sgt sukses ya maklum lah banyak mikir pinjoll jadi buta politik,lagi pula anak muda sekarang mental boba mana ingin demo sep gen anak sekarang itu butuh healing boro mikir negara kemaren saja oke gass bnyak milih karena buzzer tiktok gencarr sebar kedunguan tidak usah jauh teman saya s bangga pilih gibran katanya hilirisasi sgt sukses ya maklum lah banyak mikir pinjoll jadi buta politik,"['lagi', 'pula', 'anak', 'muda', 'sekarang', 'mental', 'boba', 'mana', 'ingin', 'demo', 'sep', 'gen', 'anak', 'sekarang', 'itu', 'butuh', 'healing', 'boro', 'mikir', 'negara', 'kemaren', 'saja', 'oke', 'gass', 'bnyak', 'milih', 'karena', 'buzzer', 'tiktok', 'gencarr', 'sebar', 'kedunguan', 'tidak', 'usah', 'jauh', 'teman', 'saya', 's', 'bangga', 'pilih', 'gibran', 'katanya', 'hilirisasi', 'sgt', 'sukses', 'ya', 'maklum', 'lah', 'banyak', 'mikir', 'pinjoll', 'jadi', 'buta', 'politik']","['muda', 'mental', 'boba', 'demo', 'gen', 'butuh', 'healing', 'milih', 'buzzer', 'tiktok', 'gencarr', 'sebar', 'kedunguan', 's', 'bangga', 'pilih', 'gibran', 'hilirisasi', 'sgt', 'sukses', 'maklum', 'pinjoll', 'politik']",muda mental boba demo gen butuh healing milih buzzer tiktok gencarr sebar dungu s bangga pilih gibran hilir sgt sukses maklum pinjoll politik
Sudah biasa selalu membandingkan negara orang lain mari jujur mengakui kesalahan dan cari solusi yang permanen jangan solusi sesaat,Sudah biasa selalu membandingkan negara orang lain mari jujur mengakui kesalahan dan cari solusi yang permanen jangan solusi sesaat,sudah biasa selalu membandingkan negara orang lain mari jujur mengakui kesalahan dan cari solusi yang permanen jangan solusi sesaat,sudah biasa selalu membandingkan negara orang lain mari jujur mengakui kesalahan dan cari solusi yang permanen jangan solusi sesaat,"['sudah', 'biasa', 'selalu', 'membandingkan', 'negara', 'orang', 'lain', 'mari', 'jujur', 'mengakui', 'kesalahan', 'dan', 'cari', 'solusi', 'yang', 'permanen', 'jangan', 'solusi', 'sesaat']","['membandingkan', 'jujur', 'mengakui', 'kesalahan', 'solusi', 'permanen', 'solusi']",banding jujur aku salah solusi permanen solusi
JOGETIN AJA...OKE GAS...OKE GAS....,JOGETIN AJAOKE GASOKE GAS,jogetin ajaoke gasoke gas,jogetin ajaoke gasoke gas,"['jogetin', 'ajaoke', 'gasoke', 'gas']","['jogetin', 'ajaoke', 'gasoke']",jogetin ajaoke gasoke
hayoook goyang teruuss para gemoy😂😂,hayoook goyang teruuss para gemoy,hayoook goyang teruuss para gemoy,hayoook goyang teruuss para gemoy,"['hayoook', 'goyang', 'teruuss', 'para', 'gemoy']",['gemoy'],gemoy
Gak dapet bansos ya🎉,Gak dapet bansos ya,gak dapet bansos ya,tidak dapet bansos ya,"['tidak', 'dapet', 'bansos', 'ya']","['dapet', 'bansos']",dapet bansos
@@rantauprapat1996😂😂😂ga pernah tau rasa bansos itu kyk apa😊,rantauprapatga pernah tau rasa bansos itu kyk apa,rantauprapatga pernah tau rasa bansos itu kyk apa,rantauprapatga pernah tau rasa bansos itu kyk apa,"['rantauprapatga', 'pernah', 'tau', 'rasa', 'bansos', 'itu', 'kyk', 'apa']","['rantauprapatga', 'bansos']",rantauprapatga bansos
😅😅😅okegas oke gas tambah dua Torang gasss...,okegas oke gas tambah dua Torang gasss,okegas oke gas tambah dua torang gasss,okegas oke gas tambah dua torang gasss,"['okegas', 'oke', 'gas', 'tambah', 'dua', 'torang', 'gasss']",['torang'],torang
​@@rantauprapat1996 bansos duit minjem dr negra tetangga aja bangga lu tong,rantauprapat bansos duit minjem dr negra tetangga aja bangga lu tong,rantauprapat bansos duit minjem dr negra tetangga aja bangga lu tong,rantauprapat bansos duit minjem dr negra tetangga aja bangga lu tong,"['rantauprapat', 'bansos', 'duit', 'minjem', 'dr', 'negra', 'tetangga', 'aja', 'bangga', 'lu', 'tong']","['rantauprapat', 'bansos', 'duit', 'minjem', 'negra', 'bangga', 'tong']",rantauprapat bansos duit minjem negra bangga tong
​@@niyatibos69Rasa bansos itu kyk rasa tapera + pajak + utang+  phk masal + semua naik 👍👍😂😂,niyatibosRasa bansos itu kyk rasa tapera  pajak  utang  phk masal  semua naik ,niyatibosrasa bansos itu kyk rasa tapera pajak utang phk masal semua naik,niyatibosrasa bansos itu kyk rasa tapera pajak utang phk masal semua naik,"['niyatibosrasa', 'bansos', 'itu', 'kyk', 'rasa', 'tapera', 'pajak', 'utang', 'phk', 'masal', 'semua', 'naik']","['niyatibosrasa', 'bansos', 'tapera', 'pajak', 'utang', 'phk', 'masal']",niyatibosrasa bansos tapera pajak utang phk masal
@@nilatriliasari5533😂😂😂yg 58% apa kabar? gegara kebanyakan cawe2 dunia international ga percaya lg dgn Indonesia,nilatriliasariyg  apa kabar gegara kebanyakan cawe dunia international ga percaya lg dgn Indonesia,nilatriliasariyg apa kabar gegara kebanyakan cawe dunia international ga percaya lg dgn indonesia,nilatriliasariyg apa kabar gegara kebanyakan cawe dunia international ga percaya lg dgn indonesia,"['nilatriliasariyg', 'apa', 'kabar', 'gegara', 'kebanyakan', 'cawe', 'dunia', 'international', 'ga', 'percaya', 'lg', 'dgn', 'indonesia']","['nilatriliasariyg', 'kabar', 'cawe', 'dunia', 'international', 'percaya', 'indonesia']",nilatriliasariyg kabar cawe dunia international percaya indonesia
@@niyatibos69 yg 58% lg mikirin gmn cara dpt uang yg bnyak utk ngisi perut ditngah kenaikan hrga + ancaman PHK dan ketakutan krna di palakin pemerintah 😨,niyatibos yg  lg mikirin gmn cara dpt uang yg bnyak utk ngisi perut ditngah kenaikan hrga  ancaman PHK dan ketakutan krna di palakin pemerintah ,niyatibos yg lg mikirin gmn cara dpt uang yg bnyak utk ngisi perut ditngah kenaikan hrga ancaman phk dan ketakutan krna di palakin pemerintah,niyatibos yang lg mikirin gimana cara dpt uang yang bnyak untuk ngisi perut ditngah kenaikan hrga ancaman phk dan ketakutan karena di palakin pemerintah,"['niyatibos', 'yang', 'lg', 'mikirin', 'gimana', 'cara', 'dpt', 'uang', 'yang', 'bnyak', 'untuk', 'ngisi', 'perut', 'ditngah', 'kenaikan', 'hrga', 'ancaman', 'phk', 'dan', 'ketakutan', 'karena', 'di', 'palakin', 'pemerintah']","['niyatibos', 'ngisi', 'perut', 'ditngah', 'kenaikan', 'hrga', 'ancaman', 'phk', 'ketakutan', 'palakin']",niyatibos ngisi perut ditngah naik hrga ancam phk takut palakin
Budaya malas sebaiknya dihilangkan. misalnya impor barang,Budaya malas sebaiknya dihilangkan misalnya impor barang,budaya malas sebaiknya dihilangkan misalnya impor barang,budaya malas sebaiknya dihilangkan misalnya impor barang,"['budaya', 'malas', 'sebaiknya', 'dihilangkan', 'misalnya', 'impor', 'barang']","['budaya', 'malas', 'dihilangkan', 'impor', 'barang']",budaya malas hilang impor barang
mungkin efek dari boikot produk zionis,mungkin efek dari boikot produk zionis,mungkin efek dari boikot produk zionis,mungkin efek dari boikot produk zionis,"['mungkin', 'efek', 'dari', 'boikot', 'produk', 'zionis']","['efek', 'boikot', 'zionis']",efek boikot zionis
Menuju indonesia cemas 2045😂,Menuju indonesia cemas ,menuju indonesia cemas,menuju indonesia cemas,"['menuju', 'indonesia', 'cemas']","['indonesia', 'cemas']",indonesia cemas
Indonesia cemas bukan emas,Indonesia cemas bukan emas,indonesia cemas bukan emas,indonesia cemas bukan emas,"['indonesia', 'cemas', 'bukan', 'emas']","['indonesia', 'cemas', 'emas']",indonesia cemas emas
Stabil????,Stabil,stabil,stabil,['stabil'],['stabil'],stabil
Gbenor=Rupiah kita sangat stabil. antara yang terbaik didunia... Huhu,GbenorRupiah kita sangat stabil antara yang terbaik didunia Huhu,gbenorrupiah kita sangat stabil antara yang terbaik didunia huhu,gbenorrupiah kita sangat stabil antara yang terbaik didunia huhu,"['gbenorrupiah', 'kita', 'sangat', 'stabil', 'antara', 'yang', 'terbaik', 'didunia', 'huhu']","['gbenorrupiah', 'stabil', 'terbaik', 'didunia']",gbenorrupiah stabil baik dunia
Prettttt,Prettttt,prettttt,prettttt,['prettttt'],['prettttt'],prettttt
Gubenur : bodo amat. yg penting tetep gajian,Gubenur  bodo amat yg penting tetep gajian,gubenur bodo amat yg penting tetep gajian,gubenur bodo amat yang penting tetep gajian,"['gubenur', 'bodo', 'amat', 'yang', 'penting', 'tetep', 'gajian']","['gubenur', 'bodo', 'gajian']",gubenur bodo gaji
Siap2 terbang menuju Indonesia Emas 👍😊 ok gas dunk..,Siap terbang menuju Indonesia Emas  ok gas dunk,siap terbang menuju indonesia emas ok gas dunk,siap terbang menuju indonesia emas ok gas dunk,"['siap', 'terbang', 'menuju', 'indonesia', 'emas', 'ok', 'gas', 'dunk']","['terbang', 'indonesia', 'emas']",terbang indonesia emas
SAYANG...EMAS NYA MASIH DI PEGADAIAN MEMBUSUK.,SAYANGEMAS NYA MASIH DI PEGADAIAN MEMBUSUK,sayangemas nya masih di pegadaian membusuk,sayangemas nya masih di pegadaian membusuk,"['sayangemas', 'nya', 'masih', 'di', 'pegadaian', 'membusuk']","['sayangemas', 'pegadaian', 'membusuk']",sayangemas gadai busuk
Indonesia gk bakalan maju kalo blom  ada hukuman mati para koruptor,Indonesia gk bakalan maju kalo blom  ada hukuman mati para koruptor,indonesia gk bakalan maju kalo blom ada hukuman mati para koruptor,indonesia tidak bakalan maju jika blom ada hukuman mati para koruptor,"['indonesia', 'tidak', 'bakalan', 'maju', 'jika', 'blom', 'ada', 'hukuman', 'mati', 'para', 'koruptor']","['indonesia', 'maju', 'hukuman', 'mati', 'koruptor']",indonesia maju hukum mati koruptor
​@@Akunsaya-v8k Susah diberantas... mungkin karena banyak yg berkepentinganb,Akunsayavk Susah diberantas mungkin karena banyak yg berkepentinganb,akunsayavk susah diberantas mungkin karena banyak yg berkepentinganb,akunsayavk susah diberantas mungkin karena banyak yang berkepentinganb,"['akunsayavk', 'susah', 'diberantas', 'mungkin', 'karena', 'banyak', 'yang', 'berkepentinganb']","['akunsayavk', 'diberantas', 'berkepentinganb']",akunsayavk berantas berkepentinganb
Indonsia mas ... mas gibran & mas kaesang.,Indonsia mas  mas gibran  mas kaesang,indonsia mas mas gibran mas kaesang,indonsia mas mas gibran mas kaesang,"['indonsia', 'mas', 'mas', 'gibran', 'mas', 'kaesang']","['indonsia', 'gibran', 'kaesang']",indonsia gibran kaesang
Membagongkan,Membagongkan,membagongkan,membagongkan,['membagongkan'],['membagongkan'],bagong
Indonesia sejak dipimpin bapak Jokowi jadi negara terkaya didunia,Indonesia sejak dipimpin bapak Jokowi jadi negara terkaya didunia,indonesia sejak dipimpin bapak jokowi jadi negara terkaya didunia,indonesia sejak dipimpin bapak jokowi jadi negara terkaya didunia,"['indonesia', 'sejak', 'dipimpin', 'bapak', 'jokowi', 'jadi', 'negara', 'terkaya', 'didunia']","['indonesia', 'dipimpin', 'jokowi', 'terkaya', 'didunia']",indonesia pimpin jokowi kaya dunia
Kaya Hutangnya🤣,Kaya Hutangnya,kaya hutangnya,kaya hutangnya,"['kaya', 'hutangnya']",['hutangnya'],hutang
Kaya Petruk?,Kaya Petruk,kaya petruk,kaya petruk,"['kaya', 'petruk']",['petruk'],truk
Kaya Fir'aun dan Dazal.,Kaya Firaun dan Dazal,kaya firaun dan dazal,kaya firaun dan dazal,"['kaya', 'firaun', 'dan', 'dazal']","['firaun', 'dazal']",firaun dazal
Dulu semasa bapak saya masih bekerja. ekonomi keluarga kami terbilang cukup mapan. rumah lumayan luas. mobil sempat punya dua. Tapi setelah masa pensiun. anak-anaknya tdk ada yg karirnya lebih baik dr bapak. mobil pribadi semua sudah dijual. Sekarang setelah bapak meninggal. semakin terasa kalo keadaan kami sudah tdk baik-baik saja. Rumah yg kami tinggali sudah semakin tua 😢. Sudah banyak bagian yg mestinya diperbaiki/renovasi tapi terkendala finansial.,Dulu semasa bapak saya masih bekerja ekonomi keluarga kami terbilang cukup mapan rumah lumayan luas mobil sempat punya dua Tapi setelah masa pensiun anakanaknya tdk ada yg karirnya lebih baik dr bapak mobil pribadi semua sudah dijual Sekarang setelah bapak meninggal semakin terasa kalo keadaan kami sudah tdk baikbaik saja Rumah yg kami tinggali sudah semakin tua  Sudah banyak bagian yg mestinya diperbaikirenovasi tapi terkendala finansial,dulu semasa bapak saya masih bekerja ekonomi keluarga kami terbilang cukup mapan rumah lumayan luas mobil sempat punya dua tapi setelah masa pensiun anakanaknya tdk ada yg karirnya lebih baik dr bapak mobil pribadi semua sudah dijual sekarang setelah bapak meninggal semakin terasa kalo keadaan kami sudah tdk baikbaik saja rumah yg kami tinggali sudah semakin tua sudah banyak bagian yg mestinya diperbaikirenovasi tapi terkendala finansial,dulu semasa bapak saya masih bekerja ekonomi keluarga kami terbilang cukup mapan rumah lumayan luas mobil sempat punya dua tapi setelah masa pensiun anakanaknya tdk ada yang karirnya lebih baik dr bapak mobil pribadi semua sudah dijual sekarang setelah bapak meninggal semakin terasa jika keadaan kami sudah tdk baikbaik saja rumah yang kami tinggali sudah semakin tua sudah banyak bagian yang mestinya diperbaikirenovasi tapi terkendala finansial,"['dulu', 'semasa', 'bapak', 'saya', 'masih', 'bekerja', 'ekonomi', 'keluarga', 'kami', 'terbilang', 'cukup', 'mapan', 'rumah', 'lumayan', 'luas', 'mobil', 'sempat', 'punya', 'dua', 'tapi', 'setelah', 'masa', 'pensiun', 'anakanaknya', 'tdk', 'ada', 'yang', 'karirnya', 'lebih', 'baik', 'dr', 'bapak', 'mobil', 'pribadi', 'semua', 'sudah', 'dijual', 'sekarang', 'setelah', 'bapak', 'meninggal', 'semakin', 'terasa', 'jika', 'keadaan', 'kami', 'sudah', 'tdk', 'baikbaik', 'saja', 'rumah', 'yang', 'kami', 'tinggali', 'sudah', 'semakin', 'tua', 'sudah', 'banyak', 'bagian', 'yang', 'mestinya', 'diperbaikirenovasi', 'tapi', 'terkendala', 'finansial']","['keluarga', 'mapan', 'rumah', 'luas', 'mobil', 'pensiun', 'anakanaknya', 'karirnya', 'mobil', 'pribadi', 'dijual', 'meninggal', 'baikbaik', 'rumah', 'tinggali', 'mestinya', 'diperbaikirenovasi', 'terkendala', 'finansial']",keluarga mapan rumah luas mobil pensiun anakanaknya karirnya mobil pribadi jual tinggal baikbaik rumah tinggal mesti diperbaikirenovasi kendala finansial
PARAH.... DARURAT,PARAH DARURAT,parah darurat,parah darurat,"['parah', 'darurat']",['darurat'],darurat
Pinjam KUR buat makan😢,Pinjam KUR buat makan,pinjam kur buat makan,pinjam kur buat makan,"['pinjam', 'kur', 'buat', 'makan']","['pinjam', 'kur']",pinjam kur
MASALAHNYA SEJAK KAPAN???SEJAK GABUNG DENGAN IMF,MASALAHNYA SEJAK KAPAN SEJAK GABUNG DENGAN IMF,masalahnya sejak kapan sejak gabung dengan imf,masalahnya sejak kapan sejak gabung dengan imf,"['masalahnya', 'sejak', 'kapan', 'sejak', 'gabung', 'dengan', 'imf']",['gabung'],gabung
